0,0,0.0
0,1,12291.0
0,2,0.0
0,3,0.0
0,4,138903.0
0,5,1316.0
0,6,8.0
0,7,0.0
0,8,79.0
0,10,1747.0
0,11,3401.0
0,13,0.0
0,14,133576.0
1,0,0.0
1,1,8462.0
1,2,0.0
1,3,0.0
1,4,170147.0
1,5,85.0
1,6,5.0
1,7,6.0
1,8,79.0
1,10,652.0
1,11,4016.0
1,13,0.0
1,14,25232.0
2,0,0.0
2,1,2425.0
2,2,0.0
2,3,0.0
2,4,1446800.0
2,5,9.0
2,6,6.0
2,7,0.0
2,10,75.0
2,11,1006.0
2,13,0.0
2,14,570.0
3,0,0.0
3,1,349.0
3,2,0.0
3,3,0.0
3,4,782.0
3,5,1.0
3,6,0.0
3,7,0.0
3,10,0.0
3,13,0.0
4,0,0.0
4,1,17.0
4,4,23766.0
4,5,0.0
4,6,0.0
4,7,0.0
4,13,0.0
5,0,0.0
6,0,0.0
6,1,375.0
6,4,1276.0
6,5,4.0
6,6,0.0
6,7,0.0
6,10,2.0
6,11,635.0
6,13,0.0
6,14,664.0
7,0,0.0
7,1,1299.0
7,2,0.0
7,3,0.0
7,4,38544.0
7,5,5.0
7,6,2.0
7,7,0.0
7,10,159.0
7,13,0.0
7,14,69.0
8,0,0.0
8,1,8102.0
8,3,0.0
8,4,23891.0
8,5,36.0
8,6,0.0
8,7,0.0
8,10,389.0
8,13,0.0
8,14,370.0
8,15,0.0
9,0,0.0
9,1,10206.0
9,2,0.0
9,3,0.0
9,4,755499.0
9,5,67.0
9,6,6.0
9,7,4.0
9,10,818.0
9,11,962.0
9,13,0.0
9,14,1493.0
9,15,0.0
10,0,0.0
10,1,16005.0
10,2,0.0
10,3,0.0
10,4,67058.0
10,5,1028.0
10,6,8.0
10,7,9.0
10,10,1792.0
10,11,4805.0
10,13,0.0
10,14,19777.0
11,0,0.0
11,1,21968.0
11,2,0.0
11,3,0.0
11,4,2020116.0
11,5,212.0
11,6,1.0
11,7,1.0
11,8,3.0
11,10,1319.0
11,11,4552.0
11,13,0.0
11,14,135964.0
12,0,0.0
12,1,20465.0
12,2,0.0
12,3,0.0
12,4,411099.0
12,5,442.0
12,6,8.0
12,7,8.0
12,8,6.0
12,10,1976.0
12,11,5440.0
12,13,0.0
12,14,211788.0
13,0,0.0
13,1,18691.0
13,2,0.0
13,3,0.0
13,4,115067.0
13,5,527.0
13,6,2.0
13,7,0.0
13,8,4.0
13,10,1612.0
13,11,6360.0
13,13,0.0
13,14,307062.0
14,0,0.0
14,1,13057.0
14,2,0.0
14,3,0.0
14,4,1720580.0
14,5,115.0
14,6,4.0
14,7,0.0
14,10,979.0
14,11,6838.0
14,13,0.0
14,14,163359.0
14,15,0.0
15,0,0.0
15,1,14691.0
15,2,0.0
15,3,0.0
15,4,134115.0
15,5,160.0
15,6,9.0
15,7,1.0
15,8,89.0
15,10,837.0
15,11,4613.0
15,13,0.0
15,14,110899.0
16,0,0.0
16,1,15974.0
16,2,0.0
16,3,0.0
16,4,2901320.0
16,5,320.0
16,6,2.0
16,7,0.0
16,8,43.0
16,10,929.0
16,11,9002.0
16,13,0.0
16,14,84657.0
16,15,0.0
17,0,0.0
17,1,14332.0
17,2,0.0
17,3,0.0
17,4,103362.0
17,5,693.0
17,6,4.0
17,7,2.0
17,10,1223.0
17,11,10790.0
17,13,0.0
17,14,53780.0
18,0,0.0
18,1,9410.0
18,2,0.0
18,3,0.0
18,4,121549.0
18,5,181.0
18,6,7.0
18,7,4.0
18,8,43.0
18,10,698.0
18,11,1256.0
18,13,0.0
18,14,16213.0
19,0,0.0
19,1,6659.0
19,3,0.0
19,4,45635.0
19,5,32.0
19,6,0.0
19,7,0.0
19,10,787.0
19,11,787.0
19,13,0.0
19,14,34617.0
20,0,0.0
20,1,9127.0
20,2,0.0
20,3,0.0
20,4,131134.0
20,5,50.0
20,6,3.0
20,7,0.0
20,8,36.0
20,10,716.0
20,11,2069.0
20,13,0.0
20,14,28721.0
20,15,0.0
21,0,0.0
21,1,13346.0
21,2,0.0
21,3,0.0
21,4,208766.0
21,5,153.0
21,6,2.0
21,7,0.0
21,8,6.0
21,10,1176.0
21,11,7959.0
21,13,0.0
21,14,54870.0
22,0,0.0
22,1,16561.0
22,2,0.0
22,3,0.0
22,4,659798.0
22,5,215.0
22,6,2.0
22,7,0.0
22,8,57.0
22,10,1365.0
22,11,399316.0
22,13,0.0
22,14,431825.0
22,15,0.0
23,0,0.0
23,1,12706.0
23,2,0.0
23,3,0.0
23,4,393187.0
23,5,169.0
23,6,1.0
23,7,0.0
23,8,114.0
23,10,1134.0
23,11,42528.0
23,13,0.0
23,14,65498.0
