f89a3a50-efec-4411-a5d6-33199f14059d,1459765366,2,9,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459765369,2,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459765371,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459765374,2,3,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459765378,2,2,72
f89a3a50-efec-4411-a5d6-33199f14059d,1459765381,5,5,409
f89a3a50-efec-4411-a5d6-33199f14059d,1459765387,9,2,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459765399,5,10,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459765405,2,3,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459765409,26,3,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459765439,2,13,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459765441,2,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459765443,7,3,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459765452,4,5,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459765457,51,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459765509,2,9,25
f89a3a50-efec-4411-a5d6-33199f14059d,1459765512,2,7,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459765515,2,9,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459765517,2,10,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459765519,2,12,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459765521,2,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459765524,47,5,32
f89a3a50-efec-4411-a5d6-33199f14059d,1459765572,4,2,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459765590,2,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459765593,2,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459765597,105,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459765702,3,4,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459765707,2,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459765711,7,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459765718,2,10,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459765720,12,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459765733,5,3,839
f89a3a50-efec-4411-a5d6-33199f14059d,1459765739,7,11,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459765747,2,9,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459765749,6,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459765759,2,9,23
f89a3a50-efec-4411-a5d6-33199f14059d,1459765762,2,13,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459765765,2,6,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459765767,2,4,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459765770,2,9,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459765775,55,6,221
f89a3a50-efec-4411-a5d6-33199f14059d,1459765831,2,6,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459765837,3,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459765850,2,4,814
f89a3a50-efec-4411-a5d6-33199f14059d,1459765852,5,5,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459765860,2,4,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459765862,2,3,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459765865,7,3,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459765874,3,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459766001,4,5,861
f89a3a50-efec-4411-a5d6-33199f14059d,1459766007,2,9,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459766009,2,10,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459766011,4,15,15
f89a3a50-efec-4411-a5d6-33199f14059d,1459766018,4,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459766023,3,4,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459766026,2,10,22
f89a3a50-efec-4411-a5d6-33199f14059d,1459766029,2,8,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459766032,2,6,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459766034,2,10,37
f89a3a50-efec-4411-a5d6-33199f14059d,1459766037,5,5,193
f89a3a50-efec-4411-a5d6-33199f14059d,1459766055,6,4,553
f89a3a50-efec-4411-a5d6-33199f14059d,1459766069,6,3,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459766075,4,4,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459766080,5,2,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459766091,2,4,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459766094,2,5,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459766096,53,3,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459766150,34,3,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459766222,3,3,172
f89a3a50-efec-4411-a5d6-33199f14059d,1459766229,4,4,1344
f89a3a50-efec-4411-a5d6-33199f14059d,1459766234,151,2,1344
f89a3a50-efec-4411-a5d6-33199f14059d,1459766393,16,3,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459766410,2,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459766412,2,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459766416,2,12,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459766418,4,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459766424,2,9,25
f89a3a50-efec-4411-a5d6-33199f14059d,1459766427,3,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459766430,2,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459766436,2,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459766439,2,7,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459766448,2,4,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459766450,2,6,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459766457,2,6,80
f89a3a50-efec-4411-a5d6-33199f14059d,1459766459,2,13,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459766462,2,7,23
f89a3a50-efec-4411-a5d6-33199f14059d,1459766464,2,5,63
f89a3a50-efec-4411-a5d6-33199f14059d,1459766468,3,4,57
f89a3a50-efec-4411-a5d6-33199f14059d,1459766472,2,3,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459766474,4,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459766480,115,2,590
f89a3a50-efec-4411-a5d6-33199f14059d,1459766596,4,3,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459766601,2,10,16
f89a3a50-efec-4411-a5d6-33199f14059d,1459766603,3,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459766607,2,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459766609,2,6,16
f89a3a50-efec-4411-a5d6-33199f14059d,1459766612,5,4,14
f89a3a50-efec-4411-a5d6-33199f14059d,1459766617,13,3,86
f89a3a50-efec-4411-a5d6-33199f14059d,1459766641,2,4,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459766644,4,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459766649,89,2,589
f89a3a50-efec-4411-a5d6-33199f14059d,1459766740,3,2,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459766752,5,7,111
f89a3a50-efec-4411-a5d6-33199f14059d,1459766759,14,2,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459766774,2,3,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459766776,2,4,4019
f89a3a50-efec-4411-a5d6-33199f14059d,1459766780,2,3,15527
f89a3a50-efec-4411-a5d6-33199f14059d,1459766783,5,9,5763
f89a3a50-efec-4411-a5d6-33199f14059d,1459766789,2,5,3435
f89a3a50-efec-4411-a5d6-33199f14059d,1459766791,2,10,13233
f89a3a50-efec-4411-a5d6-33199f14059d,1459766794,2,7,5599
f89a3a50-efec-4411-a5d6-33199f14059d,1459766796,2,6,4165
f89a3a50-efec-4411-a5d6-33199f14059d,1459766800,2,3,1445
f89a3a50-efec-4411-a5d6-33199f14059d,1459766802,12,6,2415
f89a3a50-efec-4411-a5d6-33199f14059d,1459766817,8,2,291
f89a3a50-efec-4411-a5d6-33199f14059d,1459766825,112,3,654
f89a3a50-efec-4411-a5d6-33199f14059d,1459766981,2,4,8830
f89a3a50-efec-4411-a5d6-33199f14059d,1459766983,2,10,8516
f89a3a50-efec-4411-a5d6-33199f14059d,1459766985,2,7,8264
f89a3a50-efec-4411-a5d6-33199f14059d,1459766989,2,6,3376
f89a3a50-efec-4411-a5d6-33199f14059d,1459766991,2,9,11602
f89a3a50-efec-4411-a5d6-33199f14059d,1459766994,2,7,6029
f89a3a50-efec-4411-a5d6-33199f14059d,1459766996,2,5,2806
f89a3a50-efec-4411-a5d6-33199f14059d,1459766998,2,6,3460
f89a3a50-efec-4411-a5d6-33199f14059d,1459767002,13,7,3283
f89a3a50-efec-4411-a5d6-33199f14059d,1459767017,96,3,944
f89a3a50-efec-4411-a5d6-33199f14059d,1459767127,3,5,830
f89a3a50-efec-4411-a5d6-33199f14059d,1459767133,2,9,16
f89a3a50-efec-4411-a5d6-33199f14059d,1459767136,2,11,17
f89a3a50-efec-4411-a5d6-33199f14059d,1459767138,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459767141,2,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459767146,3,3,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459767151,2,4,208
f89a3a50-efec-4411-a5d6-33199f14059d,1459767154,3,3,1178
f89a3a50-efec-4411-a5d6-33199f14059d,1459767189,10,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459767200,2,6,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459767202,3,4,863
f89a3a50-efec-4411-a5d6-33199f14059d,1459767207,2,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459767209,3,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459767212,4,6,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459767217,3,4,105
f89a3a50-efec-4411-a5d6-33199f14059d,1459767221,181,4,1283
f89a3a50-efec-4411-a5d6-33199f14059d,1459767403,3,9,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459767407,27,6,23
f89a3a50-efec-4411-a5d6-33199f14059d,1459767434,2,5,26
f89a3a50-efec-4411-a5d6-33199f14059d,1459767437,18,8,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459767456,2,8,18
f89a3a50-efec-4411-a5d6-33199f14059d,1459767458,2,12,36
f89a3a50-efec-4411-a5d6-33199f14059d,1459767461,2,8,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459767465,2,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459767467,2,10,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459767470,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459767473,3,8,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459767477,8,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459767485,2,3,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459767488,4,5,2123
f89a3a50-efec-4411-a5d6-33199f14059d,1459767536,6,10,53
f89a3a50-efec-4411-a5d6-33199f14059d,1459767543,2,6,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459767546,2,8,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459767548,6,4,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459767557,2,4,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459767559,4,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459767565,37,2,590
f89a3a50-efec-4411-a5d6-33199f14059d,1459767603,2,10,22
f89a3a50-efec-4411-a5d6-33199f14059d,1459767605,2,8,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459767607,2,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459767610,7,6,20
f89a3a50-efec-4411-a5d6-33199f14059d,1459767617,2,6,25
f89a3a50-efec-4411-a5d6-33199f14059d,1459767619,2,10,33
f89a3a50-efec-4411-a5d6-33199f14059d,1459767622,2,7,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459767624,2,11,14
f89a3a50-efec-4411-a5d6-33199f14059d,1459767639,7,6,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459767646,2,3,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459767648,3,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459767654,5530,2,590
f89a3a50-efec-4411-a5d6-33199f14059d,1459773185,3,3,15
f89a3a50-efec-4411-a5d6-33199f14059d,1459773189,2,14,20
f89a3a50-efec-4411-a5d6-33199f14059d,1459773191,2,9,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773193,2,10,25
f89a3a50-efec-4411-a5d6-33199f14059d,1459773197,20,8,65
f89a3a50-efec-4411-a5d6-33199f14059d,1459773218,2,16,34
f89a3a50-efec-4411-a5d6-33199f14059d,1459773220,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773223,9,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459773233,4,11,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459773237,2,9,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459773241,6,6,42
f89a3a50-efec-4411-a5d6-33199f14059d,1459773247,9,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459773257,5,9,21
f89a3a50-efec-4411-a5d6-33199f14059d,1459773264,2,10,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773266,2,7,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459773269,13,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459773282,2,10,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459773285,42,7,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459773327,4,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459773332,2,3,20
f89a3a50-efec-4411-a5d6-33199f14059d,1459773338,2,11,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773341,2,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459773344,3,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459773349,4,9,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459773354,2,8,18
f89a3a50-efec-4411-a5d6-33199f14059d,1459773356,2,5,28
f89a3a50-efec-4411-a5d6-33199f14059d,1459773358,13,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459773372,42,3,0
f89a3a50-efec-4411-a5d6-33199f14059d,1459773416,8,6,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459773424,4,4,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459773429,6,2,14
f89a3a50-efec-4411-a5d6-33199f14059d,1459773435,2,5,5
f89a3a50-efec-4411-a5d6-33199f14059d,1459773438,2,7,52
f89a3a50-efec-4411-a5d6-33199f14059d,1459773440,37,4,58
f89a3a50-efec-4411-a5d6-33199f14059d,1459773477,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773480,2,9,17
f89a3a50-efec-4411-a5d6-33199f14059d,1459773482,2,11,31
f89a3a50-efec-4411-a5d6-33199f14059d,1459773485,2,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459773487,2,13,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459773490,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773492,2,9,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459773495,38,3,3
f89a3a50-efec-4411-a5d6-33199f14059d,1459773534,2,9,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459773537,4,13,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459773541,26,3,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459773568,6,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459773575,2,13,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459773577,2,12,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459773579,6,7,29
f89a3a50-efec-4411-a5d6-33199f14059d,1459773586,27,2,14
f89a3a50-efec-4411-a5d6-33199f14059d,1459773614,2,12,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459773616,2,8,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459773619,2,5,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459773621,2,3,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459773623,2,7,15
f89a3a50-efec-4411-a5d6-33199f14059d,1459773626,2,5,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459773628,2,4,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459773632,15,4,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459773648,2,6,24
f89a3a50-efec-4411-a5d6-33199f14059d,1459773650,6,4,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459773660,2,8,20
f89a3a50-efec-4411-a5d6-33199f14059d,1459773662,10,5,24
f89a3a50-efec-4411-a5d6-33199f14059d,1459773672,4,23,100
f89a3a50-efec-4411-a5d6-33199f14059d,1459773677,2,3,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459773680,2,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459773682,6,10,42
f89a3a50-efec-4411-a5d6-33199f14059d,1459773691,6,2,14
f89a3a50-efec-4411-a5d6-33199f14059d,1459773697,2,10,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459773700,2,11,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459773702,2,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459773704,2,4,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459773707,11,5,63
f89a3a50-efec-4411-a5d6-33199f14059d,1459773719,8,33,143
f89a3a50-efec-4411-a5d6-33199f14059d,1459773729,2,5,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459773731,2,9,23
f89a3a50-efec-4411-a5d6-33199f14059d,1459773734,2,7,29
f89a3a50-efec-4411-a5d6-33199f14059d,1459773736,2,16,22
f89a3a50-efec-4411-a5d6-33199f14059d,1459773738,2,12,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459773741,38,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459773779,3,12,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459773783,3,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459773787,3,10,30
f89a3a50-efec-4411-a5d6-33199f14059d,1459773790,2,9,23
f89a3a50-efec-4411-a5d6-33199f14059d,1459773792,2,9,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459773795,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459773807,3,8,512
f89a3a50-efec-4411-a5d6-33199f14059d,1459773810,2,9,68
f89a3a50-efec-4411-a5d6-33199f14059d,1459773813,3,12,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459773816,26,12,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459773843,4,6,26
f89a3a50-efec-4411-a5d6-33199f14059d,1459773848,2,10,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459773850,2,9,13
f89a3a50-efec-4411-a5d6-33199f14059d,1459773853,2,8,17
f89a3a50-efec-4411-a5d6-33199f14059d,1459773855,2,12,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459773858,50,2,23
f89a3a50-efec-4411-a5d6-33199f14059d,1459773908,23,3,72
f89a3a50-efec-4411-a5d6-33199f14059d,1459773937,4,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459773944,2,15,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459773947,2,10,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459773950,3,8,36
f89a3a50-efec-4411-a5d6-33199f14059d,1459773954,4,14,54
f89a3a50-efec-4411-a5d6-33199f14059d,1459773958,2,13,29
f89a3a50-efec-4411-a5d6-33199f14059d,1459773961,2,11,16
f89a3a50-efec-4411-a5d6-33199f14059d,1459773963,2,15,24
f89a3a50-efec-4411-a5d6-33199f14059d,1459773966,10,5,22
f89a3a50-efec-4411-a5d6-33199f14059d,1459773976,4,4,65
f89a3a50-efec-4411-a5d6-33199f14059d,1459773985,2,4,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459773988,4,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459773994,27,2,589
f89a3a50-efec-4411-a5d6-33199f14059d,1459774022,3,3,152
f89a3a50-efec-4411-a5d6-33199f14059d,1459774069,6,8,27
f89a3a50-efec-4411-a5d6-33199f14059d,1459774076,2,3,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459774078,4,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459774084,141,2,590
f89a3a50-efec-4411-a5d6-33199f14059d,1459774227,4,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459774233,3,4,305
f89a3a50-efec-4411-a5d6-33199f14059d,1459774259,2,6,21
f89a3a50-efec-4411-a5d6-33199f14059d,1459774261,2,3,62
f89a3a50-efec-4411-a5d6-33199f14059d,1459774264,2,8,12
f89a3a50-efec-4411-a5d6-33199f14059d,1459774267,2,6,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459774269,2,11,16
f89a3a50-efec-4411-a5d6-33199f14059d,1459774271,2,9,8
f89a3a50-efec-4411-a5d6-33199f14059d,1459774282,2,4,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459774285,5,5,2123
f89a3a50-efec-4411-a5d6-33199f14059d,1459774330,6,5,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459774336,3,11,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459774340,6,12,11
f89a3a50-efec-4411-a5d6-33199f14059d,1459774348,2,7,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459774353,2,4,617
f89a3a50-efec-4411-a5d6-33199f14059d,1459774356,112,3,770
f89a3a50-efec-4411-a5d6-33199f14059d,1459774469,2,8,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459774471,2,5,45
f89a3a50-efec-4411-a5d6-33199f14059d,1459774474,2,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459774477,6,2,2
f89a3a50-efec-4411-a5d6-33199f14059d,1459774484,2,10,29
f89a3a50-efec-4411-a5d6-33199f14059d,1459774487,3,7,6
f89a3a50-efec-4411-a5d6-33199f14059d,1459774492,22,2,1
f89a3a50-efec-4411-a5d6-33199f14059d,1459774515,13,10,51
f89a3a50-efec-4411-a5d6-33199f14059d,1459774535,2,8,10
f89a3a50-efec-4411-a5d6-33199f14059d,1459774537,2,7,9
f89a3a50-efec-4411-a5d6-33199f14059d,1459774540,20,8,51
f89a3a50-efec-4411-a5d6-33199f14059d,1459774560,3,7,31
f89a3a50-efec-4411-a5d6-33199f14059d,1459774563,10,7,4
f89a3a50-efec-4411-a5d6-33199f14059d,1459774575,2,10,15
f89a3a50-efec-4411-a5d6-33199f14059d,1459774577,7,8,7
f89a3a50-efec-4411-a5d6-33199f14059d,1459774584,2,3,737
f89a3a50-efec-4411-a5d6-33199f14059d,1459774587,4,4,1534
f89a3a50-efec-4411-a5d6-33199f14059d,1459774593,39,2,589
f89a3a50-efec-4411-a5d6-33199f14059d,1459774632,2,3,9482
f89a3a50-efec-4411-a5d6-33199f14059d,1459774635,2,11,7913
f89a3a50-efec-4411-a5d6-33199f14059d,1459774637,2,7,6616
f89a3a50-efec-4411-a5d6-33199f14059d,1459774639,3,7,4071
f89a3a50-efec-4411-a5d6-33199f14059d,1459774643,2,9,9317
f89a3a50-efec-4411-a5d6-33199f14059d,1459774645,2,8,9016
f89a3a50-efec-4411-a5d6-33199f14059d,1459774648,2,6,4968
f89a3a50-efec-4411-a5d6-33199f14059d,1459774650,5,4,2416
f89a3a50-efec-4411-a5d6-33199f14059d,1459774657,7,5,2654
f89a3a50-efec-4411-a5d6-33199f14059d,1459774666,21,2,408
f89a3a50-efec-4411-a5d6-33199f14059d,1459774709,2,2,400
f89a3a50-efec-4411-a5d6-33199f14059d,1459774712,2,2,7072
f89a3a50-efec-4411-a5d6-33199f14059d,1459774714,2,10,8928
f89a3a50-efec-4411-a5d6-33199f14059d,1459774717,2,9,9559
f89a3a50-efec-4411-a5d6-33199f14059d,1459774720,2,6,3698
f89a3a50-efec-4411-a5d6-33199f14059d,1459774723,2,9,11280
f89a3a50-efec-4411-a5d6-33199f14059d,1459774725,2,7,6997
f89a3a50-efec-4411-a5d6-33199f14059d,1459774727,2,5,4075
f89a3a50-efec-4411-a5d6-33199f14059d,1459774729,4,5,2786
f89a3a50-efec-4411-a5d6-33199f14059d,1459774734,7,5,2010
f89a3a50-efec-4411-a5d6-33199f14059d,1459774743,39,2,253
f89a3a50-efec-4411-a5d6-33199f14059d,1459774783,2,11,11
